AGE,CREDIT_CARD,CURR_BAL,LOAN_STATUS
24,0,1873.656,0
27,0,147.2666667,0
24,0,17657.17,0
23,0,2.89,0
25,0,8888.561667,0
25,0,13061.76833,0
24,0,9529.376667,0
24,0,3410.921667,0
38,0,3773.441667,0
22,0,3544.225,0
22,1,3544.225,1
26,0,14545.464,0
26,1,14545.464,1
22,0,7964.172,0
28,0,9629.093333,0
26,0,21717.515,0
28,0,16033.425,0
29,0,4493.652,0
29,0,24051.89333,0
25,0,2747.335,0
31,0,31084.915,0
24,0,4451.57,0
32,0,9675.932,0
27,0,5934.398333,0
32,0,10436.29667,0
27,0,6286.713333,0
32,0,12242.47167,0
28,0,10964.33333,0
25,0,11624.88,0
26,0,18466.328,0
27,0,8113.68,0
30,0,11753.14833,0
26,0,810.6966667,0
25,0,3245.284,0
29,0,22766.874,0
25,0,424.455,0
24,0,7664.841667,0
27,0,9591.206667,0
24,0,8096.816667,0
25,0,17262.18833,0
31,0,15403.81667,0
25,0,2862.381667,0
28,0,751.995,0
26,0,9669.545,0
30,0,9653.621667,0
25,0,7359.486667,0
26,0,4710.841667,0
31,0,25165.072,0
26,0,513.116,0
23,0,7476.913333,0
27,0,13384.76833,0
26,0,368.368,0
31,0,3514.883333,0
28,0,18591.44833,0
26,0,7941.308333,0
28,0,13985.45,0
27,0,11611.33667,0
27,0,11700.47667,0
33,0,623.3683333,0
28,0,3316.148333,0
23,0,8464.198333,0
28,0,10647.195,0
24,0,11469.24,0
30,0,163.4566667,0
24,0,9103.626,0
26,0,11214.96833,0
22,0,21235.218,0
22,1,21235.218,1
30,0,2285.7275,0
27,0,9494.031667,0
23,0,4468.89,0
33,0,19212.6625,0
24,0,4205.553333,0
26,0,1657.011667,0
27,0,40135.345,0
23,0,5996.64,0
23,0,2516.88,0
30,1,24844.2,1
27,0,9408.265,0
25,0,380.8283333,0
34,0,18185.05333,0
24,1,6939.488333,1
22,0,3897.812,0
23,0,6218.408333,0
23,0,17867.43,0
22,0,4914.37,0
26,0,17095.395,0
23,0,7337.195,0
23,0,7008.443333,0
23,0,17229.73167,0
26,0,11487.4,0
38,0,8845.95,0
28,0,2106.225,0
27,0,24443.685,0
29,0,305.805,0
30,0,2437.891667,0
34,0,29002.69,0
27,0,13258.53333,0
35,0,5663.606667,0
26,0,19998.658,0
30,0,7387.34,0
24,0,3842.32,0
29,0,245.5466667,0
28,0,1074.15,0
29,0,8230.675,0
25,0,14437.20667,0
25,0,12458.67667,0
24,0,361.25,0
24,1,361.25,0
24,0,5993.47,0
21,0,18708.59667,0
35,0,30603.61333,0
27,0,7827.718333,0
26,0,22203.29667,0
32,0,31661.334,0
24,0,14721.31,0
29,0,16819.92333,0
27,0,27151.19,0
27,1,1697.723333,0
26,1,6947.851667,1
29,0,13478.258,0
29,0,18542.214,0
24,0,3900.355,0
30,0,1069.771667,0
24,0,5440.176667,0
25,0,10349.59833,0
24,0,10828.16167,0
24,0,8274.246,0
24,0,139.8783333,0
29,0,2758.921667,0
27,0,1280.513333,0
40,0,1580.07,0
24,0,1773.431667,0
39,0,11474.815,0
23,0,15495.07333,0
27,0,10025.965,0
27,0,9590.371667,0
25,0,19288.37667,0
27,0,4930.333333,0
28,0,1964.151667,0
25,0,6669.786667,0
23,0,5082.348333,0
35,0,6224.13,0
36,0,23313.98167,0
23,1,12505.92833,1
24,0,102.375,0
34,0,21207.62,0
25,0,10480.485,0
23,0,12252.51333,0
24,0,6532.926667,0
27,0,37967.81,0
27,0,20373.71667,0
27,1,20373.71667,1
24,0,22419.916,0
24,1,22419.916,1
24,0,326.935,0
28,0,16507.95,0
23,0,4419.268333,0
23,0,24840.296,0
24,0,6455.393333,0
26,0,10955.072,0
29,0,13736.52833,0
25,0,25695.51,0
26,0,1239.488,0
30,0,782.715,0
30,0,5718.106667,0
24,0,291.1916667,0
29,0,12904.77333,0
26,0,29619.84333,0
23,0,8007.691667,0
28,1,7983.543333,1
27,0,11109.42,0
29,0,25528.64,0
27,0,7981.841667,0
28,0,26047.74333,0
27,0,1237.285,0
22,0,12402.93333,0
28,1,7315.025,1
22,0,12254.668,0
29,0,355.365,0
29,0,15475.58,0
24,0,12352.19167,0
28,0,15248.595,0
26,0,5357.066667,0
31,0,10088.09333,0
26,0,20337.44,0
26,0,16463.82833,0
25,0,7561.64,0
28,0,6303.805,0
23,0,5296.168333,0
23,0,12888.775,0
23,1,12888.775,1
28,0,3272.036667,0
31,0,17973.03167,0
28,0,1689.983333,0
24,0,9091.201667,0
28,0,1812.828333,0
24,0,5397.144,0
26,0,15772.48,0
31,0,12015.79667,0
28,0,26316.73167,0
26,0,5940.815,0
24,0,13853.19,0
23,0,237.6533333,0
22,0,7819.493333,0
24,0,2040.746667,0
24,0,13817.018,0
26,0,2260.358,0
26,0,2802.523333,0
25,0,22483.776,0
24,0,4832.744,0
23,0,5610.911667,0
23,1,5610.911667,1
26,0,15309.7575,0
25,0,2054.552,0
28,0,4843.796667,0
24,0,13534.274,0
21,1,2540.396667,1
22,0,2980.594,0
24,0,719.1816667,0
23,0,2633.22,0
21,1,2543.398,1
23,0,790.8466667,0
26,0,8.403333333,0
24,0,9417.265,0
26,1,3138.471667,1
31,0,3884.446667,0
25,0,12816.54333,0
26,0,12280.03833,0
28,0,6360.878,0
34,0,3506.032,0
23,0,14220.28333,0
24,0,14200.46667,0
25,0,21044.87167,0
25,1,21044.87167,1
34,0,14036.24833,0
31,0,3955.756667,0
29,0,15352.07,0
27,0,5213.698333,0
37,0,16232,0
25,0,3487.63,0
25,1,3487.63,1
33,0,25504.125,0
26,0,9691.926,0
29,0,3984.393333,0
20,0,6392.64,0
32,0,17791.455,0
21,0,2614.896667,0
42,0,5445.448,0
22,0,22704.89667,0
26,0,1081.188333,0
20,0,878.2033333,0
27,0,17916.86667,0
32,0,30556.46833,0
26,1,3703.43,1
24,0,10241.21167,0
44,0,48826.35,0
23,0,8564.61,0
23,1,8564.61,1
19,0,10872.20167,0
23,0,13946.56667,0
24,1,9324.6,1
25,0,93.095,0
29,0,23186.68167,0
33,0,23074.72167,0
28,0,2328.124,0
47,0,0,0
24,0,1470.921667,0
28,0,19278.515,0
24,0,15130.12,0
27,0,1752.136667,0
